out_Qdhw,out_QradD,out_QradN,solar
485.5758889,0,0,82.0610733
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,16850.45967,0,1.00E-08
0,18993.64902,0,1.00E-08
0,0,0,1.00E-08
836.9508977,9605.349596,0,1.00E-08
192.8848889,4497.103829,0,1.00E-08
388.0122222,5717.511336,0,1.00E-08
127.8424444,4363.180005,0,1.00E-08
95.32122222,5364.705824,0,33.81269836
95.32122222,5624.79578,0,355.8806763
160.3636667,4660.875554,0,441.3010864
388.0122222,4311.053321,0,480.5793457
127.8424444,3397.069327,0,317.6532593
160.3636667,2613.380008,0,526.6995239
518.0971111,3757.357498,0,755.5962524
322.9697778,5494.490193,0,163.7720642
518.0971111,6758.657107,0,265.576355
127.8424444,5306.290211,0,224.8176422
192.8848889,11291.24186,0,38.55260849
257.9273333,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,18009.56406,0,1.00E-08
0,18100.82212,0,1.00E-08
0,18019.62325,0,1.00E-08
674.3447866,6567.631064,0,1.00E-08
192.8848889,8253.383774,0,1.00E-08
225.4061111,7858.353708,0,1.00E-08
550.6183333,8027.931228,0,11.54620361
290.4485556,5461.183246,0,69.0406189
322.9697778,8240.352345,0,85.74475861
518.0971111,6026.008502,0,87.49562073
290.4485556,6721.874361,0,138.2232056
95.32122222,6790.957251,0,123.9324112
0,5791.010882,0,125.5886307
352.8255426,8163.192442,0,105.8559799
322.9697778,6212.406996,0,72.02181244
550.6183333,8204.389876,0,41.73668671
550.6183333,12968.75623,0,9.274819374
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,13218.96591,0,1.00E-08
0,17473.90616,0,1.00E-08
528.3794531,17426.73005,0,1.00E-08
0,5145.360093,0,1.00E-08
0,8873.837013,0,1.00E-08
0,7899.091239,0,1.00E-08
0,8367.072637,0,1.00E-08
0,8337.686733,0,1.00E-08
0,8319.661913,0,1.00E-08
0,8372.227504,0,11.7828064
0,8419.570318,0,37.52516174
0,7574.303382,0,67.00583649
706.8660088,8751.060863,0,94.59369659
388.0122222,8501.502835,0,108.9791336
453.0546667,7430.492566,0,114.4683075
355.491,6752.1803,0,130.5572815
127.8424444,7775.950337,0,81.81716156
95.32122222,9308.03939,0,89.29380035
257.9273333,14767.33919,0,38.8501358
290.4485556,0,0,11.16763973
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,8478.959996,0,1.00E-08
0,17074.57019,0,1.00E-08
0,19653.58429,0,1.00E-08
625.9431198,13800.48515,0,1.00E-08
0,7468.477388,0,1.00E-08
0,9489.379893,0,1.00E-08
0,8724.683465,0,1.00E-08
0,9145.194903,0,1.00E-08
0,9101.150285,0,1.00E-08
0,9115.994154,0,1.00E-08
0,9704.217974,0,31.27885628
0,9492.378482,0,55.98015976
0,8692.06612,0,141.30867
706.8660088,8006.458032,0,179.4524536
192.8848889,7353.740924,0,194.8124084
778.2668889,7561.184533,0,333.6097717
485.5758889,6107.209774,0,234.0181427
680.7032222,5861.601178,0,339.883606
160.3636667,8059.609299,0,94.09630585
160.3636667,6056.978618,0,75.33889008
322.9697778,9793.716193,0,8.186448097
0,0,0,1.00E-08
0,0,0,1.00E-08
0,9223.826464,0,1.00E-08
0,13768.62535,0,1.00E-08
0,13693.79521,0,1.00E-08
0,13607.41257,0,1.00E-08
0,13514.49568,0,1.00E-08
0,8736.292936,0,1.00E-08
0,11284.64335,0,1.00E-08
0,13081.18897,0,1.00E-08
0,10182.13498,0,1.00E-08
0,10671.55538,1639.889592,1.00E-08
0,10155.01132,0,0.047320519
0,7674.142343,0,80.15836334
0,4261.984246,0,376.9751282
0,4057.596916,0,387.7696228
1272.132692,6290.725788,0,808.0830078
95.32122222,5184.692468,0,809.1663818
95.32122222,4604.907683,0,826.0974731
257.9273333,7035.062615,0,761.5419922
290.4485556,5788.340312,0,723.9500732
355.491,5313.400302,0,511.8348389
290.4485556,4620.174746,0,270.1100159
615.6607778,7186.311493,0,46.92302704
0,0,0,1.00E-08
0,0,0,1.00E-08
0,4827.141512,0,1.00E-08
0,13949.21253,0,1.00E-08
0,13811.24194,0,1.00E-08
0,13796.3939,0,1.00E-08
658.464342,13835.74729,0,1.00E-08
0,7127.908271,0,1.00E-08
0,9459.150538,0,1.00E-08
0,8222.510551,0,1.00E-08
0,9553.631525,0,1.00E-08
0,8314.913161,0,1.00E-08
0,7689.526597,0,0.047320519
0,7990.35209,0,37.05994797
0,6581.629705,0,137.4034119
0,6083.933459,0,199.02565
771.9084532,4819.729078,0,162.3087311
583.1395556,4657.509616,0,505.5970764
95.32122222,6233.248769,0,233.4863892
388.0122222,5459.378848,0,150.1760559
127.8424444,5437.512436,0,47.08390427
290.4485556,5379.720134,0,29.00747108
95.32122222,5455.255244,0,38.23497009
485.5758889,4461.355944,0,22.0058403
0,0,0,1.00E-08
0,0,0,1.00E-08
0,6015.828172,0,1.00E-08
0,13831.60803,0,1.00E-08
0,13748.61891,0,1.00E-08
0,13737.51619,0,1.00E-08
463.3370087,13717.83803,0,1.00E-08
0,7595.019346,0,1.00E-08
0,8197.792805,0,1.00E-08
0,7803.289,0,1.00E-08
0,7991.280448,0,1.00E-08
0,8170.125866,0,1.00E-08
0,7591.397587,0,0.567846119
0,6858.009497,0,39.75405884
0,7846.414053,0,275.4450989
0,6713.345292,0,153.5144348
706.8660088,5264.265121,0,837.7558594
518.0971111,5090.030817,0,231.8723145
127.8424444,5172.944124,0,600.7880859
95.32122222,4996.761624,0,199.0144348
160.3636667,5155.077328,0,392.9265747
322.9697778,5085.424415,0,539.0896606
322.9697778,11196.89994,0,27.06733131
420.5334444,0,0,34.08026886
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,8536.649194,0,1.00E-08
0,14659.98029,0,1.00E-08
0,14666.26072,0,1.00E-08
0,14688.47203,0,1.00E-08
0,0,0,1.00E-08
706.8660088,13511.78896,0,1.00E-08
0,5709.349508,0,1.00E-08
352.8255426,9110.487093,0,1.00E-08
355.491,7270.894303,0,0.425884575
355.491,6080.777864,0,34.11808777
290.4485556,5918.515951,0,67.99957275
485.5758889,4608.948302,0,230.8979797
355.491,5022.316191,0,150.7688599
355.491,738.2968363,0,289.0144653
192.8848889,7332.780811,0,169.0325775
160.3636667,4161.225973,0,446.6842651
192.8848889,3135.107614,0,234.699234
192.8848889,3607.601012,0,290.4562988
192.8848889,5366.463397,0,95.51862335
290.4485556,10612.2256,0,19.02284431
95.32122222,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,12184.91993,0,1.00E-08
0,14826.86889,0,1.00E-08
0,14744.12476,0,1.00E-08
0,14723.81747,0,1.00E-08
967.0357866,5674.850636,0,1.00E-08
615.6607778,6346.253629,0,1.00E-08
518.0971111,4959.540772,0,0.567846119
388.0122222,7060.989175,0,5.962384224
290.4485556,4942.149747,0,46.8946228
355.491,3671.223116,0,20.25317764
160.3636667,3428.918882,0,54.13466263
322.9697778,4018.654538,0,51.05882645
1201.042778,6915.420262,0,385.3068542
322.9697778,3341.439334,0,628.5366821
485.5758889,3734.314279,0,443.111969
290.4485556,2689.053114,0,426.2469788
160.3636667,6856.097554,0,197.9765472
192.8848889,11485.08779,0,30.70750999
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,10313.20449,0,1.00E-08
0,14813.48782,0,1.00E-08
495.8582309,14743.0772,0,1.00E-08
0,5041.841706,0,1.00E-08
0,7414.927624,0,1.00E-08
0,7157.675203,0,1.00E-08
0,6978.749739,0,1.00E-08
0,6963.799756,0,1.00E-08
0,6792.096182,0,1.041051149
0,4644.37162,0,9.606062889
0,2383.35344,0,20.72638321
0,1142.58458,0,34.02344513
1032.078231,3738.492681,0,43.15630341
648.182,2886.677434,0,46.32677841
778.2668889,3227.208319,0,45.56964874
518.0971111,2315.963444,0,37.95104599
127.8424444,4307.206103,0,36.67339325
388.0122222,3681.027652,0,28.39230537
160.3636667,6295.020764,0,19.68533134
160.3636667,0,0,6.388268471
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,14877.33395,0,1.00E-08
0,15018.92509,0,1.00E-08
463.3370087,14644.94392,0,1.00E-08
0,3819.563116,0,1.00E-08
0,7155.349046,0,1.00E-08
0,6433.603695,0,1.00E-08
0,6349.91633,0,1.00E-08
0,6478.186206,0,1.00E-08
0,6386.053528,0,2.555307388
0,6878.31118,0,66.84266663
0,7298.593803,0,297.4230957
0,5211.572656,0,419.1272888
674.3447866,5465.343974,0,553.3632202
290.4485556,5251.644186,0,663.682373
485.5758889,5225.243177,0,815.3551025
95.32122222,4047.123428,0,436.6373596
290.4485556,1971.810857,0,816.7591553
355.491,2810.175958,0,498.940155
4323.080111,10138.32507,0,327.6126709
127.8424444,0,0,57.08545685
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,1799.092573,0,1.00E-08
0,14502.09258,0,1.00E-08
0,14480.24171,0,1.00E-08
821.0704531,14517.56415,0,1.00E-08
0,3276.651814,0,1.00E-08
0,6866.109722,0,1.00E-08
0,6296.013028,0,1.00E-08
0,6595.064391,0,1.00E-08
0,6536.057352,0,1.00E-08
0,6909.398427,0,4.164204597
0,7780.727574,0,204.2900085
0,7532.159847,0,203.5549011
0,7039.368271,0,654.8260498
1097.120675,5720.236351,0,712.0273438
322.9697778,7110.381837,0,797.3848267
680.7032222,6911.303285,0,977.9092407
0,5317.100223,0,853.1669312
352.8255426,8255.222063,0,742.4926758
160.3636667,6849.620652,0,548.4125977
290.4485556,12186.55927,0,294.9491272
95.32122222,0,0,39.12690735
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,7330.413119,0,1.00E-08
0,14245.89228,0,1.00E-08
0,14229.2648,0,1.00E-08
495.8582309,14190.10047,0,1.00E-08
0,5321.058998,0,1.00E-08
0,8085.799268,0,1.00E-08
0,7272.273076,0,1.00E-08
0,7355.01351,0,1.00E-08
0,7577.923925,0,1.00E-08
0,7951.494098,0,6.482909679
0,7256.156502,0,128.2739258
0,5540.577877,0,118.0584335
0,5785.397433,0,298.2813721
706.8660088,5769.145355,0,752.3951416
485.5758889,5924.120693,0,259.0606384
355.491,4032.471067,0,131.7284393
290.4485556,5646.009933,0,17.27198601
192.8848889,3928.418095,0,47.7463913
1818.946,3722.993241,0,211.0415955
322.9697778,8967.231121,0,186.556015
192.8848889,0,0,39.57643509
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,11547.18386,0,1.00E-08
0,14056.81035,0,1.00E-08
0,14031.40454,0,1.00E-08
0,14019.13813,0,1.00E-08
0,5572.966531,0,1.00E-08
0,8489.371462,0,1.00E-08
0,7799.210488,0,1.00E-08
0,8120.779434,0,1.00E-08
0,8058.068924,0,1.00E-08
0,7755.997484,0,2.791909933
0,6451.082481,0,74.03720093
0,4654.44214,0,331.8333435
0,3500.698233,0,584.3141479
1077.005358,3295.971319,0,570.0391846
388.0122222,1876.238026,0,471.1477966
453.0546667,3737.57602,0,221.9995117
95.32122222,3444.706589,0,462.1020203
453.0546667,3514.39045,0,395.2760315
550.6183333,4662.869415,0,560.9417114
322.9697778,10134.00097,0,302.9754333
485.5758889,0,0,31.07882881
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,14032.4886,0,1.00E-08
0,14311.55147,0,1.00E-08
0,14264.56125,0,1.00E-08
0,14207.96137,0,1.00E-08
0,1030.629676,0,1.00E-08
0,14110.54225,0,1.00E-08
765.5618243,7156.193113,0,1.00E-08
322.9697778,7850.118695,0,1.00E-08
550.6183333,7369.84093,0,8.139127731
95.32122222,7510.429819,0,53.79668045
680.7032222,7140.571172,0,32.17794418
160.3636667,7592.082462,0,330.1681213
290.4485556,8368.541346,0,760.6083374
127.8424444,5907.050609,0,226.4985657
322.9697778,8279.337761,0,336.8649902
160.3636667,5864.494334,0,249.4269562
160.3636667,5205.878906,0,114.2146912
322.9697778,7406.061703,0,152.5295868
518.0971111,5605.380328,0,82.80702209
518.0971111,13692.94508,0,21.72011375
257.9273333,0,0,0.047320519
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,3703.158917,0,1.00E-08
0,13924.76043,0,1.00E-08
0,13882.73587,0,1.00E-08
0,13832.69648,0,1.00E-08
0,13801.68166,0,1.00E-08
0,13791.39764,0,1.00E-08
804.4296755,9275.329679,0,1.00E-08
355.491,9255.584369,0,1.00E-08
127.8424444,8343.458148,0,3.265115023
388.0122222,7757.364965,0,21.19958687
0,9193.318529,0,95.82402802
255.2618759,7389.061642,0,179.9039001
322.9697778,8605.413258,0,338.848938
0,5645.40998,0,290.6382751
157.6982093,5718.953717,0,133.6254883
583.1395556,6827.239385,0,277.5456543
355.491,4869.277872,0,142.865448
127.8424444,7234.700909,0,153.2315063
322.9697778,5874.727787,0,99.71382904
453.0546667,7211.589387,0,13.48634434
257.9273333,7955.312594,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,3941.955286,0,1.00E-08
0,14099.21569,0,1.00E-08
0,14069.1097,0,1.00E-08
403.0327279,14030.15174,0,1.00E-08
0,6238.946551,0,1.00E-08
0,8820.747048,0,1.00E-08
0,8381.832545,0,1.00E-08
0,8586.467215,0,1.00E-08
0,8533.319141,0,1.00E-08
0,8675.882361,0,7.429319859
0,8409.450079,0,88.31705475
0,8270.012208,0,288.9258728
0,6466.559928,0,91.32858276
771.9084532,7077.473297,0,185.2640991
550.6183333,4557.927772,0,263.1195068
485.5758889,4562.219195,0,385.8227234
322.9697778,3236.342445,0,324.15625
160.3636667,4642.713243,0,574.3449707
127.8424444,5359.634937,0,503.699585
322.9697778,11514.62657,0,398.674469
355.491,0,0,66.90397644
0,0,0,0.662487149
0,0,0,1.00E-08
0,0,0,1.00E-08
0,11827.27336,0,1.00E-08
0,14084.4805,0,1.00E-08
0,14270.50128,0,1.00E-08
658.464342,13798.5662,0,1.00E-08
0,5965.218134,0,1.00E-08
0,8672.203059,0,1.00E-08
0,8543.655934,0,1.00E-08
0,9250.892309,0,1.00E-08
0,9274.926775,0,1.00E-08
0,8733.08022,0,14.74094868
0,7198.901656,0,94.4469223
0,4872.124372,0,299.6841125
0,4773.521684,0,225.1045532
836.9508977,4216.526689,0,453.3494873
355.491,3030.677413,0,684.718689
95.32122222,3564.94468,0,309.6532898
355.491,3242.925439,0,304.0554504
485.5758889,3291.15269,0,219.730896
355.491,4682.841853,0,193.5222168
713.2244444,8975.842088,0,200.0328827
453.0546667,2877.801185,0,19.77997208
0,0,0,0.09464103
0,0,0,1.00E-08
0,0,0,1.00E-08
0,13861.76425,0,1.00E-08
0,13761.06816,0,1.00E-08
0,13688.68299,0,1.00E-08
495.8582309,13634.06524,0,1.00E-08
0,6612.071069,0,1.00E-08
0,9148.722171,0,1.00E-08
0,8629.8914,0,1.00E-08
0,8578.141646,0,1.00E-08
0,8392.326819,0,1.00E-08
0,8195.721296,0,5.820422649
0,5793.548378,0,76.82402802
0,4458.744502,0,201.881012
0,3140.748253,0,537.2284546
706.8660088,3586.436592,0,303.5754089
680.7032222,2500.868792,0,289.3690796
290.4485556,3141.678755,0,553.1047974
420.5334444,3120.173302,0,341.9776917
322.9697778,2812.753801,0,163.360611
257.9273333,2944.763824,0,164.1909943
322.9697778,11045.44182,0,95.14783478
127.8424444,0,0,9.038216591
0,0,0,0.14196153
0,0,0,1.00E-08
0,0,0,1.00E-08
0,4797.649252,0,1.00E-08
0,14165.22216,0,1.00E-08
0,14127.81258,0,1.00E-08
658.464342,14085.38569,0,1.00E-08
0,5576.095099,0,1.00E-08
0,7858.480408,0,1.00E-08
0,7800.758493,0,1.00E-08
0,8378.98767,0,1.00E-08
0,8260.090322,0,1.00E-08
0,7996.180536,0,11.02567863
0,6706.536687,0,7.429319859
0,5638.765533,0,70.36559296
0,2675.132464,0,14.00687027
706.8660088,5091.096158,0,32.36722565
127.8424444,3732.314482,0,67.47904205
257.9273333,3312.01943,0,244.837738
648.182,5101.03071,0,478.021698
518.0971111,5686.841704,0,365.6494751
713.2244444,5563.610068,0,226.2123108
225.4061111,14268.62711,0,156.4284058
453.0546667,350.1345917,0,81.29814148
0,0,0,0.662487149
0,0,0,1.00E-08
0,0,0,1.00E-08
0,12626.95717,0,1.00E-08
0,13780.26708,0,1.00E-08
0,13717.34486,0,1.00E-08
463.3370087,13693.13055,0,1.00E-08
0,6172.587098,0,1.00E-08
0,8571.733203,0,1.00E-08
0,8965.881763,0,1.00E-08
0,8594.080127,0,1.00E-08
0,8634.934304,0,1.00E-08
0,7980.333443,0,7.949845314
0,7209.258833,0,90.3187561
0,6280.418101,0,143.3840942
0,5976.307911,0,178.9996948
804.4296755,6865.333825,0,524.7659302
322.9697778,5658.405104,0,438.0979309
95.32122222,5902.275004,0,359.6386719
290.4485556,6935.652444,0,151.6781464
160.3636667,6569.958528,0,330.5599976
0,6126.815569,0,261.2418518
612.9953204,12480.66764,0,66.73349762
290.4485556,0,0,94.22918701
0,0,0,0.804448664
0,0,0,1.00E-08
0,0,0,1.00E-08
0,10153.34768,0,1.00E-08
0,13612.61591,0,1.00E-08
0,13658.87783,0,1.00E-08
0,13648.23163,0,1.00E-08
523.2350873,13603.82255,0,1.00E-08
0,3638.600415,0,1.00E-08
190.2194315,13546.49689,0,1.00E-08
485.5758889,7389.253059,0,1.00E-08
127.8424444,9298.197486,0,1.00E-08
127.8424444,7668.554573,0,5.773101807
485.5758889,5743.038112,0,7.949845314
95.32122222,6120.211524,0,40.08047104
355.491,3251.176515,0,25.22183037
290.4485556,4826.156728,0,66.15406799
355.491,4019.245148,0,46.18481445
290.4485556,6460.514437,0,209.1999664
160.3636667,4547.549754,0,491.750885
550.6183333,6212.807541,0,334.8799744
583.1395556,5916.763571,0,504.4494324
388.0122222,5781.962499,0,57.06853104
550.6183333,12796.59828,0,108.6041718
0,0,0,3.123153448
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,857.9456201,0,1.00E-08
0,13795.93628,0,1.00E-08
0,13780.51247,0,1.00E-08
0,13739.47521,0,1.00E-08
0,13702.83035,0,1.00E-08
641.8235644,13717.90509,0,1.00E-08
322.9697778,8590.92967,0,1.00E-08
192.8848889,9765.712819,0,1.00E-08
420.5334444,8134.796848,0,6.956114769
420.5334444,5167.558592,0,35.44306183
322.9697778,5008.922306,0,59.00867462
160.3636667,4725.123697,0,83.33141327
192.8848889,4343.774313,0,112.4335251
290.4485556,5271.023766,0,147.7701416
355.491,5572.063935,0,157.6838226
127.8424444,5780.255792,0,123.9797287
940.873,7125.006488,0,117.3548584
290.4485556,5323.563527,0,81.10735321
95.32122222,6923.888005,0,59.71848297
518.0971111,6525.118421,0,27.3039341
0,7678.08535,0,1.940140843
0,0,0,1.00E-08
0,0,0,1.00E-08
0,6803.120025,0,1.00E-08
0,13754.61843,0,1.00E-08
0,13721.57557,0,1.00E-08
528.3794531,13712.43789,0,1.00E-08
0,5760.241858,0,1.00E-08
0,9360.509658,0,1.00E-08
0,8422.019616,0,1.00E-08
0,8752.801359,0,1.00E-08
0,8361.086156,0,1.00E-08
0,7342.523534,0,6.719511986
0,6001.536984,0,65.39694214
0,4812.916717,0,137.3661346
0,3533.660623,0,96.87162018
706.8660088,3373.976462,0,510.5788574
550.6183333,2928.251514,0,286.8819885
355.491,2109.101964,0,260.4772034
160.3636667,2445.935145,0,244.294632
713.2244444,2210.618709,0,217.2343292
550.6183333,2538.582796,0,17.22466469
745.7456667,6085.649084,0,33.077034
0,0,0,9.74802494
0,0,0,0.709807634
0,0,0,1.00E-08
0,0,0,1.00E-08
0,7270.025862,0,1.00E-08
0,14031.51174,0,1.00E-08
0,12635.22322,0,1.00E-08
0,15535.56409,0,1.00E-08
0,5124.657968,0,1.00E-08
0,8746.114391,0,1.00E-08
0,8133.603183,0,1.00E-08
0,8271.53768,0,1.00E-08
0,7948.001744,0,1.00E-08
0,7287.409184,0,20.98085022
0,5039.473164,0,125.637413
0,2708.559583,0,491.0758972
0,2742.887662,0,387.1357117
0,2741.144942,0,473.6467285
1611.371237,1931.880765,0,174.9123383
875.8305556,1760.10751,0,835.2801514
388.0122222,1867.244585,0,612.1056519
127.8424444,2013.946985,0,355.2077026
0,1848.531681,0,530.6689453
255.2618759,6071.752189,0,240.1097717
0,0,0,156.3900757
0,0,0,11.21630001
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,14735.94102,0,1.00E-08
0,15674.24331,0,1.00E-08
523.2350873,15583.80857,0,1.00E-08
0,5299.832809,0,1.00E-08
0,8915.896827,0,1.00E-08
0,7914.326073,0,1.00E-08
0,7815.389681,0,1.00E-08
0,7784.272616,0,1.00E-08
0,7703.979613,0,11.54620361
0,5615.965337,0,59.81615448
0,4172.300967,0,228.6547852
0,4450.171687,0,687.1521606
901.9933421,3962.169257,0,510.3713379
127.8424444,2705.843949,0,97.054039
583.1395556,3003.480033,0,345.0160522
388.0122222,3770.372646,0,558.3760376
1493.733778,3239.060665,0,674.0230103
2859.625111,3996.572467,0,449.8954468
160.3636667,11001.09193,0,115.7806168
322.9697778,0,0,92.05609131
0,0,0,18.51712418
0,0,0,1.00E-08
0,0,0,1.00E-08
0,652.9246231,0,1.00E-08
0,15751.19457,0,1.00E-08
0,15719.28149,0,1.00E-08
528.3794531,15676.88173,0,1.00E-08
0,5152.426327,0,1.00E-08
0,7748.776642,0,1.00E-08
0,7171.996713,0,1.00E-08
0,7315.63212,0,1.00E-08
0,7293.314097,0,1.00E-08
0,8048.688483,0,37.71671677
0,6666.224624,0,229.3343506
0,5239.441543,0,534.5395508
0,3221.907089,0,525.2993164
1064.599453,1877.558729,0,174.2734375
388.0122222,2690.76113,0,1155.118774
615.6607778,2478.339831,0,666.0130615
322.9697778,2114.768735,0,168.3540649
550.6183333,3665.579791,0,86.35992432
322.9697778,2847.684563,0,152.2199402
127.8424444,9494.521959,0,237.1209717
0,0,0,53.79267883
0,0,0,10.24467564
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,13884.82765,0,1.00E-08
0,15895.57388,0,1.00E-08
555.7563095,15847.34429,0,1.00E-08
0,4726.287911,0,1.00E-08
0,7269.9701,0,1.00E-08
0,7115.88482,0,1.00E-08
0,7467.570313,0,1.00E-08
0,7393.548623,0,1.00E-08
0,6805.821118,0,11.87744713
0,7048.076585,0,324.7949524
0,6003.521208,0,168.7953186
0,6076.613022,0,309.5945129
706.8660088,5998.076342,0,743.8900757
95.32122222,6459.494609,0,400.4104309
518.0971111,5968.392738,0,899.1677246
225.4061111,6459.934079,0,319.6220093
1656.339889,6693.844134,0,445.5728455
95.32122222,5403.613509,0,464.2456055
485.5758889,11723.19637,0,291.5073853
290.4485556,0,0,67.80712891
0,0,0,7.288698196
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,2643.042456,0,1.00E-08
0,15951.78148,0,1.00E-08
0,15902.14175,0,1.00E-08
0,15875.20243,0,1.00E-08
0,0,0,1.00E-08
0,12998.42322,0,1.00E-08
733.0406021,6289.556017,0,1.00E-08
583.1395556,8216.767811,0,1.00E-08
0,5563.337325,0,22.52456093
255.2618759,7734.06794,0,116.9406281
355.491,5552.154469,0,247.9543762
322.9697778,6633.652026,0,518.9889526
95.32122222,6484.632455,0,355.0950928
127.8424444,4051.75199,0,350.6322021
388.0122222,6186.400705,0,316.8197021
355.491,6119.434149,0,674.3237305
127.8424444,2854.336014,0,351.0213013
940.873,5002.761706,0,349.3442383
127.8424444,5458.472517,0,160.6581726
127.8424444,5110.08254,0,135.7595367
0,0,0,3.501717567
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,1652.922841,0,1.00E-08
0,15951.08705,0,1.00E-08
0,15844.95365,0,1.00E-08
0,15627.67483,0,1.00E-08
0,15429.35732,0,1.00E-08
1383.465046,8042.828939,0,1.00E-08
290.4485556,9043.211768,0,1.00E-08
355.491,4652.161726,0,34.69118881
127.8424444,986.1709386,0,93.46376038
420.5334444,577.7295663,0,566.5459595
322.9697778,1791.638657,0,287.8001099
355.491,2285.546379,0,735.4300537
485.5758889,91.0363811,0,549.2505493
290.4485556,807.2530834,0,607.3136597
778.2668889,149.8642862,0,494.8647156
713.2244444,3914.162254,0,536.6925659
388.0122222,2456.453047,0,691.3748169
127.8424444,1112.21988,0,297.5815125
745.7456667,7498.327312,0,164.5979767
0,0,0,15.92922783
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,5910.5684,0,1.00E-08
0,16098.69819,0,1.00E-08
0,16022.65831,0,1.00E-08
0,3606.778361,0,1.00E-08
0,7297.69923,0,1.00E-08
0,7011.496498,0,1.00E-08
0,6952.924177,0,1.00E-08
0,6155.942003,0,1.00E-08
0,6734.804746,0,56.88069534
0,2859.751963,0,236.5819397
0,2584.354675,0,476.8070984
0,2120.106536,0,629.3516235
1044.484136,2106.606222,0,860.3788452
160.3636667,1427.765937,0,933.7289429
322.9697778,3334.732658,0,937.9251709
160.3636667,2629.794042,0,802.2246704
388.0122222,2237.620745,0,688.0197754
420.5334444,3311.70565,0,570.3173828
355.491,7486.565931,0,318.4108887
127.8424444,0,0,98.63057709
0,0,0,11.69399548
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,11034.95092,0,1.00E-08
0,12043.76441,0,1.00E-08
658.464342,21083.63916,0,1.00E-08
0,468.0009494,0,1.00E-08
0,7618.547556,0,1.00E-08
0,6956.631858,0,1.00E-08
0,5771.647607,0,1.00E-08
0,5637.222806,0,0.047320519
0,6753.256262,0,48.16122437
0,6200.772535,0,232.4305725
0,4479.34552,0,575.1703491
0,4103.715238,0,725.2091064
1259.726787,4591.105405,0,768.4315796
453.0546667,4907.650411,0,866.215332
192.8848889,4855.095763,0,800.1308594
908.3517778,1925.87205,0,512.0722656
257.9273333,2482.203201,0,682.097168
485.5758889,2156.41343,0,385.0886536
648.182,9760.854257,0,396.3452148
322.9697778,0,0,105.4894943
0,0,0,12.19218445
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,17758.03869,0,1.00E-08
690.9855642,21421.99097,0,1.00E-08
0,320.2983332,0,1.00E-08
0,6161.849953,0,1.00E-08
0,5431.378652,0,1.00E-08
0,5447.256347,0,1.00E-08
0,5367.192662,0,0.236602545
0,5718.180102,0,42.83917236
0,6378.355389,0,100.7607498
0,5158.401417,0,489.8166504
0,5048.832445,0,848.8500977
641.8235644,4521.949178,0,491.2832031
0,4361.60573,0,637.1869507
190.2194315,4312.951231,0,447.7545776
875.8305556,3870.570684,0,902.3543701
290.4485556,4154.310924,0,341.5289001
225.4061111,4917.328321,0,157.3421478
680.7032222,7147.844431,0,179.2662048
160.3636667,0,0,88.21759033
0,0,0,11.45223236
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,16259.62262,0,1.00E-08
853.5916754,21567.85577,0,1.00E-08
0,0,0,1.00E-08
0,2420.7187,0,1.00E-08
0,3236.248647,0,1.00E-08
0,3825.614885,0,1.00E-08
0,4433.787926,0,0.37856406
0,6000.311291,0,32.76663971
