out_Qdhw,out_QradD,out_QradN,solar
518.0971111,6343.844047,0,40.29445648
160.3636667,5498.136448,0,179.993866
160.3636667,6399.198544,0,29.95388222
355.491,4963.541472,0,233.3078918
322.9697778,5993.859413,0,72.34849548
420.5334444,5203.611113,0,48.12495804
160.3636667,8261.009381,0,31.55335045
648.182,7317.655331,0,0.047320519
485.5758889,11752.38386,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
